6,7,112
6,4,104
1,5,101
2,1,99
4,4,99
6,3,98
1,1,96
3,0,92
4,8,91
1,3,91
2,6,91
5,6,90
1,4,90
4,3,90
3,7,90
5,7,90
5,0,90
4,6,89
5,5,89
3,6,89
3,9,89
2,8,88
4,0,88
3,1,88
5,1,87
2,5,87
4,5,87
6,2,87
5,9,86
1,2,86
3,2,86
1,9,85
2,7,85
1,6,84
2,3,83
5,8,82
4,9,82
5,4,81
6,1,81
2,2,80
2,0,80
2,4,79
3,5,79
5,2,79
6,6,79
3,4,78
3,8,78
6,0,78
4,7,77
6,5,75
3,3,75
4,1,74
6,8,72
2,9,72
1,0,71
1,8,70
1,7,70
5,3,70
4,2,67
6,9,58
7,1,17
7,4,17
7,8,14
7,0,13
7,6,12
7,5,11
7,3,10
7,7,9
7,9,9
7,2,8
