date,day,th_month,year,1st_prize,2digit_up,3digit_up,2digit_buttom,"3digit_front,3digit_bottom",3digit_front,3digit_bottom,thai_zodiac,dow,moon_phase,moon_category,moon_distance_km
2019-05-16,16,พฤษภาคม,2562,962526,26,526,71,['669' '949' '018' '828'],['669' '949'],['018' '828'],Pig,Thursday,0.8954201507568359,ช่วงข้างแรมแก่,370632.1546168998
2019-05-02,2,พฤษภาคม,2562,061324,24,324,25,['043' '476' '374' '699'],['043' '476'],['374' '699'],Pig,Thursday,0.08939008712768555,เริ่มข้างขึ้น,398970.3518279456
2019-04-16,16,เมษายน,2562,570331,31,331,23,['512' '930' '966' '968'],['512' '930'],['966' '968'],Pig,Tuesday,0.8386210632324219,ช่วงข้างแรม,364732.79867456993
2019-04-01,1,เมษายน,2562,109767,67,767,52,['888' '959' '403' '975'],['888' '959'],['403' '975'],Pig,Monday,0.16817636489868165,ช่วงข้างขึ้น,405577.2988925362
2019-03-16,16,มีนาคม,2562,724628,28,628,64,['148' '883' '154' '877'],['148' '883'],['154' '877'],Pig,Saturday,0.6725010681152344,ช่วงข้างแรม,370070.0872804527
2019-03-01,1,มีนาคม,2562,345650,50,650,65,['137' '999' '830' '837'],['137' '999'],['830' '837'],Pig,Friday,0.26209781646728514,ช่วงข้างขึ้น,401068.84800978005
2019-02-16,16,กุมภาพันธ์,2562,074824,24,824,56,['881' '910' '612' '879'],['881' '910'],['612' '879'],Pig,Saturday,0.8146527862548828,ช่วงข้างแรม,366949.51116302283
2019-02-01,1,กุมภาพันธ์,2562,967134,34,134,04,['643' '779' '197' '948'],['643' '779'],['197' '948'],Pig,Friday,0.13060020446777343,ช่วงข้างขึ้น,400310.7868143637
2019-01-17,17,มกราคม,2562,197079,79,079,65,['206' '412' '127' '660'],['206' '412'],['127' '660'],Pig,Thursday,0.7713920593261718,ช่วงข้างแรม,376492.1515649813
2018-12-30,30,ธันวาคม,2561,735867,67,867,02,['031' '913' '701' '884'],['031' '913'],['701' '884'],Dog,Sunday,0.43539947509765625,จันทร์เพ็ญ,378498.69399034185
2018-12-16,16,ธันวาคม,2561,356564,64,564,62,['480' '948' '297' '369'],['480' '948'],['297' '369'],Dog,Sunday,0.5504415893554687,จันทร์เพ็ญ,397808.59970922116
2018-12-01,1,ธันวาคม,2561,021840,40,840,67,['045' '307' '561' '988'],['045' '307'],['561' '988'],Dog,Saturday,0.39111183166503904,จันทร์เพ็ญ,374214.17140318087
2018-11-16,16,พฤศจิกายน,2561,989903,03,903,16,['471' '930' '140' '876'],['471' '930'],['140' '876'],Dog,Friday,0.5370258331298828,จันทร์เพ็ญ,403173.3002872043
2018-11-01,1,พฤศจิกายน,2561,149840,40,840,58,['384' '576' '046' '509'],['384' '576'],['046' '509'],Dog,Thursday,0.4664560317993164,จันทร์เพ็ญ,370209.3414919614
2018-10-16,16,ตุลาคม,2561,200515,15,515,93,['186' '392' '192' '212'],['186' '392'],['192' '212'],Dog,Tuesday,0.4300967788696289,จันทร์เพ็ญ,402135.7554016565
2018-10-01,1,ตุลาคม,2561,452643,43,643,99,['594' '726' '561' '810'],['594' '726'],['561' '810'],Dog,Monday,0.65655029296875,ช่วงข้างแรม,375463.8717170176
2018-09-16,16,กันยายน,2561,149760,60,760,79,['323' '539' '155' '297'],['323' '539'],['155' '297'],Dog,Sunday,0.40661991119384766,จันทร์เพ็ญ,395314.17991002323
2018-09-01,1,กันยายน,2561,734510,10,510,26,['464' '512' '097' '202'],['464' '512'],['097' '202'],Dog,Saturday,0.7217985534667969,ช่วงข้างแรม,384865.5860209861
2018-08-16,16,สิงหาคม,2561,586117,17,117,10,['340' '670' '591' '815'],['340' '670'],['591' '815'],Dog,Thursday,0.26643253326416017,ช่วงข้างขึ้น,379074.8330380069
2018-08-01,1,สิงหาคม,2561,386602,02,602,78,['832' '903' '549' '726'],['832' '903'],['549' '726'],Dog,Wednesday,0.8490910339355469,ช่วงข้างแรม,398640.92052918393
2018-07-16,16,กรกฎาคม,2561,596324,24,324,27,['403' '530' '138' '362'],['403' '530'],['138' '362'],Dog,Monday,0.1208478832244873,เริ่มข้างขึ้น,363769.3044277583
2018-07-01,1,กรกฎาคม,2561,963623,23,623,83,['429' '901' '210' '217'],['429' '901'],['210' '217'],Dog,Sunday,0.9316539764404297,ช่วงข้างแรมแก่,405756.2604079768
2018-06-16,16,มิถุนายน,2561,223131,31,131,46,['432' '507' '132' '868'],['432' '507'],['132' '868'],Dog,Saturday,0.07008468627929687,เริ่มข้างขึ้น,360370.115394406
2018-06-01,1,มิถุนายน,2561,988117,17,117,95,['310' '553' '248' '650'],['310' '553'],['248' '650'],Dog,Friday,0.9461833190917969,ช่วงข้างแรมแก่,404028.9578559692
2018-05-16,16,พฤษภาคม,2561,075629,29,629,20,['130' '357' '047' '506'],['130' '357'],['047' '506'],Dog,Wednesday,0.005260269045829773,เริ่มข้างขึ้น,366235.96394517226
2018-05-02,2,พฤษภาคม,2561,248038,38,038,85,['527' '980' '225' '602'],['527' '980'],['225' '602'],Dog,Wednesday,0.9591273498535157,ช่วงข้างแรมแก่,396503.1698460062
2018-04-16,16,เมษายน,2561,739229,29,229,60,['273' '654' '076' '526'],['273' '654'],['076' '526'],Dog,Monday,0.0018502888083457947,เริ่มข้างขึ้น,377862.50635322183
2018-04-01,1,เมษายน,2561,412073,73,073,85,['131' '787' '638' '924'],['131' '787'],['638' '924'],Dog,Sunday,0.9957275390625,ช่วงข้างแรมแก่,380405.7591700624
2018-03-16,16,มีนาคม,2561,218559,59,559,82,['064' '720' '205' '489'],['064' '720'],['205' '489'],Dog,Friday,0.02541853666305542,เริ่มข้างขึ้น,394342.0824140264
2018-03-02,2,มีนาคม,2561,759415,15,415,29,['318' '870' '589' '723'],['318' '870'],['589' '723'],Dog,Friday,0.9995803833007812,ช่วงข้างแรมแก่,367918.50870283553
2018-02-16,16,กุมภาพันธ์,2561,309915,15,915,39,['007' '388' '230' '748'],['007' '388'],['230' '748'],Dog,Friday,0.0002610796503722668,เริ่มข้างขึ้น,398203.7222143123
2018-02-01,1,กุมภาพันธ์,2561,026853,53,853,31,['106' '947' '181' '519'],['106' '947'],['181' '519'],Dog,Thursday,0.9971674346923828,ช่วงข้างแรมแก่,361289.16532558855
2018-01-17,17,มกราคม,2561,203823,23,823,50,['624' '799' '236' '397'],['624' '799'],['236' '397'],Dog,Wednesday,0.0003121151402592659,เริ่มข้างขึ้น,405227.5611392199
2017-12-30,30,ธันวาคม,2560,911234,34,234,98,['373' '495' '504' '953'],['373' '495'],['504' '953'],Rooster,Saturday,0.8606285858154297,ช่วงข้างแรม,364446.8712552916
2017-12-16,16,ธันวาคม,2560,955596,96,596,89,['616' '836' '290' '938'],['616' '836'],['290' '938'],Rooster,Saturday,0.047948474884033206,เริ่มข้างขึ้น,403639.5824606577
2017-12-01,1,ธันวาคม,2560,451005,05,005,33,['303' '626' '257' '601'],['303' '626'],['257' '601'],Rooster,Friday,0.8985430908203125,ช่วงข้างแรมแก่,367715.7576360041
2017-11-16,16,พฤศจิกายน,2560,292391,91,391,98,['831' '961' '477' '628'],['831' '961'],['477' '628'],Rooster,Thursday,0.06079934597015381,เริ่มข้างขึ้น,395374.71613303525
2017-11-01,1,พฤศจิกายน,2560,533726,26,726,85,['165' '425' '036' '485'],['165' '425'],['036' '485'],Rooster,Wednesday,0.8684666442871094,ช่วงข้างแรม,379266.6820117412
2017-10-16,16,ตุลาคม,2560,413494,94,494,86,['180' '971' '128' '287'],['180' '971'],['128' '287'],Rooster,Monday,0.15165778160095214,ช่วงข้างขึ้น,380738.42974888155
2017-10-01,1,ตุลาคม,2560,880714,14,714,52,['611' '726' '462' '952'],['611' '726'],['462' '952'],Rooster,Sunday,0.7646223449707031,ช่วงข้างแรม,395850.4723298829
2017-09-16,16,กันยายน,2560,170143,43,143,71,['172' '647' '340' '388'],['172' '647'],['340' '388'],Rooster,Saturday,0.20711896896362306,ช่วงข้างขึ้น,371320.31005881494
2017-09-01,1,กันยายน,2560,143224,24,224,65,['345' '679' '195' '278'],['345' '679'],['195' '278'],Rooster,Friday,0.7430731201171875,ช่วงข้างแรม,402887.96499438817
2017-08-16,16,สิงหาคม,2560,715431,31,431,37,['115' '302' '253' '945'],['115' '302'],['253' '945'],Rooster,Wednesday,0.3930755615234375,จันทร์เพ็ญ,369131.8106547347
2017-08-01,1,สิงหาคม,2560,756519,19,519,36,['061' '386' '787' '989'],['061' '386'],['787' '989'],Rooster,Tuesday,0.6305987548828125,ช่วงข้างแรม,403255.3272176953
2017-07-16,16,กรกฎาคม,2560,820327,27,327,87,['584' '835' '390' '823'],['584' '835'],['390' '823'],Rooster,Sunday,0.5902148056030273,จันทร์เพ็ญ,378994.68697980745
2017-07-01,1,กรกฎาคม,2560,112360,60,360,26,['226' '489' '005' '688'],['226' '489'],['005' '688'],Rooster,Saturday,0.4975836181640625,จันทร์เพ็ญ,392502.97245357884
2017-06-16,16,มิถุนายน,2560,943142,42,142,47,['626' '878' '373' '740'],['626' '878'],['373' '740'],Rooster,Friday,0.6543138885498047,ช่วงข้างแรม,389267.3844786198
2017-06-01,1,มิถุนายน,2560,053630,30,630,61,['121' '218' '581' '881'],['121' '218'],['581' '881'],Rooster,Thursday,0.4451943969726562,จันทร์เพ็ญ,382027.90702858707
2017-05-16,16,พฤษภาคม,2560,454891,91,891,53,['008' '396' '490' '603'],['008' '396'],['490' '603'],Rooster,Tuesday,0.782162094116211,ช่วงข้างแรม,401939.2042471934
2017-05-02,2,พฤษภาคม,2560,008656,56,656,35,['573' '949' '773' '923'],['573' '949'],['773' '923'],Rooster,Tuesday,0.3784556198120117,จันทร์เพ็ญ,372487.1474989201
2017-04-16,16,เมษายน,2560,816729,29,729,40,['766' '973' '241' '807'],['766' '973'],['241' '807'],Rooster,Sunday,0.8048682403564453,ช่วงข้างแรม,405301.57694698777
2017-04-01,1,เมษายน,2560,392785,85,785,80,['020' '057' '500' '709'],['020' '057'],['500' '709'],Rooster,Saturday,0.20123979568481445,ช่วงข้างขึ้น,365222.83556844573
2017-03-16,16,มีนาคม,2560,273863,63,863,92,['324' '918' '694' '941'],['324' '918'],['694' '941'],Rooster,Thursday,0.8884336853027344,ช่วงข้างแรมแก่,400573.48197774496
2017-03-01,1,มีนาคม,2560,978453,53,453,78,['450' '560' '052' '577'],['450' '560'],['052' '577'],Rooster,Wednesday,0.07077911853790284,เริ่มข้างขึ้น,371172.2784432792
2017-02-16,16,กุมภาพันธ์,2560,229116,16,116,14,['128' '464' '375' '953'],['128' '464'],['375' '953'],Rooster,Thursday,0.7568959045410156,ช่วงข้างแรม,399140.84941807436
2017-02-01,1,กุมภาพันธ์,2560,054672,72,672,42,['066' '807' '426' '628'],['066' '807'],['426' '628'],Rooster,Wednesday,0.1726987648010254,ช่วงข้างขึ้น,376876.09332922846
2017-01-17,17,มกราคม,2560,145157,57,157,25,['511' '663' '516' '836'],['511' '663'],['516' '836'],Rooster,Tuesday,0.7730255889892578,ช่วงข้างแรม,389740.1800431567
2016-12-30,30,ธันวาคม,2559,377712,12,712,46,['304' '890' '477' '769'],['304' '890'],['477' '769'],Monkey,Friday,0.006038426160812378,เริ่มข้างขึ้น,397581.4669645368
2016-12-16,16,ธันวาคม,2559,435286,86,286,35,['366' '596' '199' '716'],['366' '596'],['199' '716'],Monkey,Friday,0.9424733734130859,ช่วงข้างแรมแก่,366602.10708458675
2016-12-01,1,ธันวาคม,2559,086069,69,069,77,['513' '873' '148' '450'],['513' '873'],['148' '450'],Monkey,Thursday,0.021892642974853514,เริ่มข้างขึ้น,403338.677724984
2016-11-16,16,พฤศจิกายน,2559,858383,83,383,44,['040' '682' '558' '570'],['040' '682'],['558' '570'],Monkey,Wednesday,0.96720458984375,ช่วงข้างแรมแก่,358835.4977593734
2016-11-01,1,พฤศจิกายน,2559,785438,38,438,86,['824' '976' '038' '752'],['824' '976'],['038' '752'],Monkey,Tuesday,0.016072703599929808,เริ่มข้างขึ้น,406649.5005916036
2016-10-16,16,ตุลาคม,2559,571947,47,947,98,['692' '885' '032' '587'],['692' '885'],['032' '587'],Monkey,Sunday,0.9987135314941407,ช่วงข้างแรมแก่,358784.43555975566
2016-10-01,1,ตุลาคม,2559,887102,02,102,33,['194' '280' '017' '458'],['194' '280'],['017' '458'],Monkey,Saturday,0.00038980208337306975,เริ่มข้างขึ้น,401561.218578536
2016-09-16,16,กันยายน,2559,240650,50,650,42,['493' '583' '043' '160'],['493' '583'],['043' '160'],Monkey,Friday,0.9912612915039063,ช่วงข้างแรมแก่,367548.36000205943
2016-09-01,1,กันยายน,2559,638684,84,684,62,['334' '335' '630' '669'],['334' '335'],['630' '669'],Monkey,Thursday,0.0015317422151565551,เริ่มข้างขึ้น,391569.11936084274
2016-08-16,16,สิงหาคม,2559,254004,04,004,33,['366' '966' '596' '631'],['366' '966'],['596' '631'],Monkey,Tuesday,0.9318151092529297,ช่วงข้างแรมแก่,385024.3455747771
2016-08-01,1,สิงหาคม,2559,272932,32,932,57,['538' '983' '472' '871'],['538' '983'],['472' '871'],Monkey,Monday,0.04327922344207764,เริ่มข้างขึ้น,375845.7584541314
2016-07-16,16,กรกฎาคม,2559,449764,64,764,55,['552' '734' '158' '925'],['552' '734'],['158' '925'],Monkey,Saturday,0.8439461517333985,ช่วงข้างแรม,399847.7439209679
2016-07-01,1,กรกฎาคม,2559,082460,60,460,53,['169' '609' '173' '302'],['169' '609'],['173' '302'],Monkey,Friday,0.15906394958496095,ช่วงข้างขึ้น,366024.7141220606
2016-06-16,16,มิถุนายน,2559,073816,16,816,79,['251' '804' '321' '749'],['251' '804'],['321' '749'],Monkey,Thursday,0.821369400024414,ช่วงข้างแรม,404889.909731925
2016-06-01,1,มิถุนายน,2559,511825,25,825,14,['111' '775' '880' '937'],['111' '775'],['880' '937'],Monkey,Wednesday,0.2308932685852051,ช่วงข้างขึ้น,365466.47819213336
2016-05-16,16,พฤษภาคม,2559,141737,37,737,98,['382' '975' '087' '268'],['382' '975'],['087' '268'],Monkey,Monday,0.7180799865722656,ช่วงข้างแรม,401838.7169034709
2016-05-02,2,พฤษภาคม,2559,399459,59,459,02,['238' '403' '046' '671'],['238' '403'],['046' '671'],Monkey,Monday,0.3022823715209961,ช่วงข้างขึ้น,371552.5281248801
2016-04-16,16,เมษายน,2559,221609,09,609,87,['008' '228' '507' '523'],['008' '228'],['507' '523'],Monkey,Saturday,0.6846026611328125,ช่วงข้างแรม,394251.80054403376
2016-04-01,1,เมษายน,2559,066720,20,720,92,['390' '546' '285' '852'],['390' '546'],['285' '852'],Monkey,Friday,0.4639954376220703,จันทร์เพ็ญ,387587.34755067853
2016-03-16,16,มีนาคม,2559,134918,18,918,32,['855' '877' '004' '973'],['855' '877'],['004' '973'],Monkey,Wednesday,0.5327548599243164,จันทร์เพ็ญ,379500.50230235094
2016-03-01,1,มีนาคม,2559,439686,86,686,06,['426' '530' '155' '743'],['426' '530'],['155' '743'],Monkey,Tuesday,0.594686393737793,จันทร์เพ็ญ,400809.4269574248
2016-02-16,16,กุมภาพันธ์,2559,356364,64,364,98,['312' '699' '309' '535'],['312' '699'],['309' '535'],Monkey,Tuesday,0.5764854049682617,จันทร์เพ็ญ,375387.83571308485
2016-02-01,1,กุมภาพันธ์,2559,927800,00,800,09,['625' '999' '054' '076'],['625' '999'],['054' '076'],Monkey,Monday,0.515078353881836,จันทร์เพ็ญ,402875.2168599679
2016-01-17,17,มกราคม,2559,304371,71,371,50,['031' '532' '743' '786'],['031' '532'],['743' '786'],Monkey,Sunday,0.5038854217529297,จันทร์เพ็ญ,370608.92236100277
2015-12-30,30,ธันวาคม,2558,008217,17,217,02,['246' '264' '596' '895'],['246' '264'],['596' '895'],Goat,Wednesday,0.7900555419921875,ช่วงข้างแรม,396727.934084842
2015-12-17,17,ธันวาคม,2558,930255,55,255,08,['140' '250' '094' '638'],['140' '250'],['094' '638'],Goat,Thursday,0.32114673614501954,ช่วงข้างขึ้น,374080.4553156416
2015-12-01,1,ธันวาคม,2558,915350,50,350,78,['238' '181' '714' '175'],['238' '181'],['714' '175'],Goat,Tuesday,0.7202501678466797,ช่วงข้างแรม,391831.9538480974
2015-11-16,16,พฤศจิกายน,2558,795283,83,283,03,['241' '028' '643' '802'],['241' '028'],['643' '802'],Goat,Monday,0.1769078254699707,ช่วงข้างขึ้น,386789.09141777316
2015-11-01,1,พฤศจิกายน,2558,361211,11,211,45,['106' '757' '166' '473'],['106' '757'],['166' '473'],Goat,Sunday,0.7488246917724609,ช่วงข้างแรม,380897.88592203986
2015-10-16,16,ตุลาคม,2558,968630,30,630,62,['457' '134' '412' '054'],['457' '134'],['412' '054'],Goat,Friday,0.0819796371459961,เริ่มข้างขึ้น,400132.48708732193
2015-10-01,1,ตุลาคม,2558,594825,25,825,07,['175' '918' '440' '799'],['175' '918'],['440' '799'],Goat,Thursday,0.8802443695068359,ช่วงข้างแรมแก่,364772.15766881825
2015-09-16,16,กันยายน,2558,743148,48,148,06,['435' '209' '375' '084'],['435' '209'],['375' '084'],Goat,Wednesday,0.06504603862762451,เริ่มข้างขึ้น,405616.27474613255
2015-09-01,1,กันยายน,2558,021094,94,094,89,['260' '403' '068' '819'],['260' '403'],['068' '819'],Goat,Tuesday,0.927069320678711,ช่วงข้างแรมแก่,359961.61779746413
2015-08-16,16,สิงหาคม,2558,033363,63,363,40,['781' '227' '624' '648'],['781' '227'],['624' '648'],Goat,Sunday,0.018031439781188964,เริ่มข้างขึ้น,404027.56461723475
2015-08-01,1,สิงหาคม,2558,518677,77,677,53,['333' '598' '648' '889'],['333' '598'],['648' '889'],Goat,Saturday,0.9946026611328125,ช่วงข้างแรมแก่,363683.4460907476
2015-07-16,16,กรกฎาคม,2558,121507,07,507,49,['761' '461' '830' '294'],['761' '461'],['830' '294'],Goat,Thursday,0.0017746421694755554,เริ่มข้างขึ้น,392560.8963539637
2015-07-01,1,กรกฎาคม,2558,759049,49,049,26,['565' '814' '081' '567'],['565' '814'],['081' '567'],Goat,Wednesday,0.9831693267822266,ช่วงข้างแรมแก่,378799.5987260156
2015-06-16,16,มิถุนายน,2558,644742,42,742,05,['429' '253' '386' '532'],['429' '253'],['386' '532'],Goat,Tuesday,0.0058413296937942505,เริ่มข้างขึ้น,380106.8397995853
2015-06-02,2,มิถุนายน,2558,388881,81,881,65,['314' '700' '876' '969'],['314' '700'],['876' '969'],Goat,Tuesday,0.9935274505615235,ช่วงข้างแรมแก่,387440.36086419364
2015-05-16,16,พฤษภาคม,2558,011421,21,421,38,['799' '484' '851' '928'],['799' '484'],['851' '928'],Goat,Saturday,0.06343165397644043,เริ่มข้างขึ้น,366580.47705323435
2015-05-02,2,พฤษภาคม,2558,543466,66,466,30,['818' '163' '366' '195'],['818' '163'],['366' '195'],Goat,Saturday,0.9556515502929688,ช่วงข้างแรมแก่,401269.09124688944
2015-04-16,16,เมษายน,2558,506260,60,260,38,['101' '164' '495' '973'],['101' '164'],['495' '973'],Goat,Thursday,0.11045215606689453,เริ่มข้างขึ้น,362071.71269176295
2015-04-01,1,เมษายน,2558,605704,04,704,70,['558' '962' '557' '861'],['558' '962'],['557' '861'],Goat,Wednesday,0.8933366394042969,ช่วงข้างแรมแก่,405883.5327663692
2015-03-16,16,มีนาคม,2558,048151,51,151,92,['339' '622' '623' '757'],['339' '622'],['623' '757'],Goat,Monday,0.2610386085510254,ช่วงข้างขึ้น,369586.9469183124
2015-03-01,1,มีนาคม,2558,240237,37,237,34,['498' '031' '857' '008'],['498' '031'],['857' '008'],Goat,Sunday,0.8074825286865235,ช่วงข้างแรม,399744.0521281562
2015-02-16,16,กุมภาพันธ์,2558,001864,64,864,90,['843' '103' '825' '392'],['843' '103'],['825' '392'],Goat,Monday,0.1294232177734375,ช่วงข้างขึ้น,367000.8868413558
2015-02-01,1,กุมภาพันธ์,2558,155537,37,537,79,['083' '286' '813' '008'],['083' '286'],['813' '008'],Goat,Sunday,0.917783432006836,ช่วงข้างแรมแก่,397635.03699387657
2015-01-16,16,มกราคม,2558,244351,51,351,74,['068' '398' '595' '877'],['068' '398'],['595' '877'],Goat,Friday,0.2509639358520508,ช่วงข้างขึ้น,383837.0971872122
2014-12-30,30,ธันวาคม,2557,461704,04,704,57,['853' '982' '535' '950'],['853' '982'],['535' '950'],Horse,Tuesday,0.6358141326904296,ช่วงข้างแรม,376741.0536648915
2014-12-16,16,ธันวาคม,2557,948354,54,354,90,['080' '763' '775' '901'],['080' '763'],['775' '901'],Horse,Tuesday,0.3629438018798828,ช่วงข้างขึ้น,398675.54251173505
2014-12-01,1,ธันวาคม,2557,480449,49,449,11,['820' '380' '580' '161'],['820' '380'],['580' '161'],Horse,Monday,0.67674072265625,ช่วงข้างแรม,372048.555945314
2014-11-16,16,พฤศจิกายน,2557,479804,04,804,25,['179' '422' '480' '709'],['179' '422'],['480' '709'],Horse,Sunday,0.3738949584960938,ช่วงข้างขึ้น,403785.14107743977
2014-11-01,1,พฤศจิกายน,2557,206608,08,608,44,['607' '203' '855' '979'],['607' '203'],['855' '979'],Horse,Saturday,0.6017747116088867,จันทร์เพ็ญ,369436.7906137067
2014-10-16,16,ตุลาคม,2557,656409,09,409,94,['647' '784' '848' '910'],['647' '784'],['848' '910'],Horse,Thursday,0.48206268310546874,จันทร์เพ็ญ,401749.0619909088
2014-10-01,1,ตุลาคม,2557,375615,15,615,44,['251' '086' '159' '520'],['251' '086'],['159' '520'],Horse,Wednesday,0.411190071105957,จันทร์เพ็ญ,377375.77840134036
2014-09-16,16,กันยายน,2557,772269,69,269,35,['112' '257' '342' '790'],['112' '257'],['342' '790'],Horse,Tuesday,0.50989501953125,จันทร์เพ็ญ,394529.0202212217
2014-09-01,1,กันยายน,2557,856763,63,763,22,['308' '912' '477' '490'],['308' '912'],['477' '490'],Horse,Monday,0.34785888671875,ช่วงข้างขึ้น,387155.6873597764
2014-08-16,16,สิงหาคม,2557,662842,42,842,91,['639' '912' '187' '633'],['639' '912'],['187' '633'],Horse,Saturday,0.6599929046630859,ช่วงข้างแรม,378209.4576290692
2014-08-01,1,สิงหาคม,2557,766391,91,391,82,['349' '576' '623' '637'],['349' '576'],['623' '637'],Horse,Friday,0.21587289810180665,ช่วงข้างขึ้น,400608.73091772664
2014-07-16,16,กรกฎาคม,2557,468728,28,728,45,['104' '944' '117' '205'],['104' '944'],['117' '205'],Horse,Wednesday,0.8234241485595704,ช่วงข้างแรม,364186.40527388547
2014-07-01,1,กรกฎาคม,2557,378477,77,477,39,['123' '271' '441' '864'],['123' '271'],['441' '864'],Horse,Tuesday,0.1206320858001709,เริ่มข้างขึ้น,405911.22338621644
2014-06-16,16,มิถุนายน,2557,673920,20,920,95,['158' '140' '639' '576'],['158' '140'],['639' '576'],Horse,Monday,0.8862067413330078,ช่วงข้างแรมแก่,362597.8692998295
2014-06-01,1,มิถุนายน,2557,781198,98,198,18,['160' '324' '409' '636'],['160' '324'],['409' '636'],Horse,Sunday,0.10108372688293457,เริ่มข้างขึ้น,402455.3991983086
2014-05-16,16,พฤษภาคม,2557,087523,23,523,20,['150' '505' '112' '246'],['150' '505'],['112' '246'],Horse,Friday,0.9805620574951172,ช่วงข้างแรมแก่,370340.23627106333
2014-05-02,2,พฤษภาคม,2557,103297,97,297,52,['143' '158' '673' '797'],['143' '158'],['673' '797'],Horse,Friday,0.0811540412902832,เริ่มข้างขึ้น,393588.6885683704
2014-04-16,16,เมษายน,2557,153406,06,406,26,['344' '013' '355' '634'],['344' '013'],['355' '634'],Horse,Wednesday,0.994771728515625,ช่วงข้างแรมแก่,382530.099930421
2014-04-01,1,เมษายน,2557,028866,66,866,95,['186' '499' '835' '938'],['186' '499'],['835' '938'],Horse,Tuesday,0.018903417587280272,เริ่มข้างขึ้น,376307.86091138143
2014-03-16,16,มีนาคม,2557,531404,04,404,79,['250' '305' '400' '904'],['250' '305'],['400' '904'],Horse,Sunday,0.9940852355957032,ช่วงข้างแรมแก่,397871.50443808176
2014-03-01,1,มีนาคม,2557,906318,18,318,35,['116' '537' '753' '798'],['116' '537'],['753' '798'],Horse,Saturday,0.002941356599330902,เริ่มข้างขึ้น,361614.242753305
2014-02-16,16,กุมภาพันธ์,2557,384245,45,245,01,['397' '530' '074' '521'],['397' '530'],['074' '521'],Horse,Sunday,0.9894692993164063,ช่วงข้างแรมแก่,401363.7618188956
2014-02-01,1,กุมภาพันธ์,2557,180149,49,149,95,['406' '492' '888' '976'],['406' '492'],['888' '976'],Horse,Saturday,0.02002632141113281,เริ่มข้างขึ้น,359549.9854133697
2014-01-16,16,มกราคม,2557,306902,02,902,52,['242' '077' '149' '510'],['242' '077'],['149' '510'],Horse,Thursday,0.9978070068359375,ช่วงข้างแรมแก่,406530.4135107761
2013-12-30,30,ธันวาคม,2556,561072,72,072,48,['513' '750' '503' '275'],['513' '750'],['503' '275'],Snake,Monday,0.08913311004638672,เริ่มข้างขึ้น,364706.6754482989
2013-12-16,16,ธันวาคม,2556,341767,67,767,79,['111' '228' '742' '826'],['111' '228'],['742' '826'],Snake,Monday,0.9815923309326172,ช่วงข้างแรมแก่,401029.21036778484
2013-12-01,1,ธันวาคม,2556,168795,95,795,27,['734' '766' '074' '980'],['734' '766'],['074' '980'],Snake,Sunday,0.05603172779083252,เริ่มข้างขึ้น,369753.0906373961
2013-11-16,16,พฤศจิกายน,2556,806925,25,925,28,['069' '304' '672' '753'],['069' '304'],['672' '753'],Snake,Saturday,0.9731317138671876,ช่วงข้างแรมแก่,390970.82781729987
2013-11-01,1,พฤศจิกายน,2556,739804,04,804,47,['502' '020' '256' '173'],['502' '020'],['256' '173'],Snake,Friday,0.07835411071777344,เริ่มข้างขึ้น,382255.28359004995
2013-10-16,16,ตุลาคม,2556,963289,89,289,60,['402' '529' '876' '952'],['402' '529'],['876' '952'],Snake,Wednesday,0.8975292205810547,ช่วงข้างแรมแก่,375994.97432259144
2013-10-01,1,ตุลาคม,2556,647882,82,882,14,['576' '324' '650' '028'],['576' '324'],['650' '028'],Snake,Tuesday,0.16576192855834962,ช่วงข้างขึ้น,398097.87090146216
2013-09-16,16,กันยายน,2556,562684,84,684,63,['056' '235' '574' '754'],['056' '235'],['574' '754'],Snake,Monday,0.8457842254638672,ช่วงข้างแรม,367436.55259361956
2013-09-01,1,กันยายน,2556,548123,23,123,05,['281' '570' '800' '045'],['281' '570'],['800' '045'],Snake,Sunday,0.18525501251220702,ช่วงข้างขึ้น,404309.45164418314
2013-08-16,16,สิงหาคม,2556,321327,27,327,20,['417' '945' '448' '201'],['417' '945'],['448' '201'],Snake,Friday,0.6734871673583984,ช่วงข้างแรม,368188.9015102247
2013-08-01,1,สิงหาคม,2556,356435,35,435,82,['880' '451' '718' '329'],['880' '451'],['718' '329'],Snake,Thursday,0.2882430076599121,ช่วงข้างขึ้น,402968.0413906509
2013-07-16,16,กรกฎาคม,2556,566996,96,996,86,['352' '210' '584' '526'],['352' '210'],['584' '526'],Snake,Tuesday,0.48639793395996095,จันทร์เพ็ญ,380510.3565680515
2013-07-01,1,กรกฎาคม,2556,646905,05,905,51,['075' '284' '903' '904'],['075' '284'],['903' '904'],Snake,Monday,0.41970149993896483,จันทร์เพ็ญ,391302.38380513154
2013-06-16,16,มิถุนายน,2556,289673,73,673,69,['390' '098' '114' '502'],['390' '098'],['114' '502'],Snake,Sunday,0.42686126708984373,จันทร์เพ็ญ,390958.14934481634
2013-06-01,1,มิถุนายน,2556,935489,89,489,90,['480' '713' '716' '768'],['480' '713'],['716' '768'],Snake,Saturday,0.47857940673828125,จันทร์เพ็ญ,380969.25457621226
