date,วัน,เดือน,ปี,รางวัลที่1,2ตัวบน,3ตัวบน,2ตัวล่าง,"3ตัวหน้า,3ตัวล่าง",3ตัวหน้า,3ตัวล่าง
1991-07-16,16,กรกฎาคม,2534,1671946,46,946,62,822 846 951 882,"['822', '846']","['846', '951']"
1991-07-01,1,กรกฎาคม,2534,4441724,24,724,58,771 134 196 766,"['771', '134']","['134', '196']"
1991-06-16,16,มิถุนายน,2534,5364632,32,632,91,370 785 761 268,"['370', '785']","['785', '761']"
1991-06-01,1,มิถุนายน,2534,2496376,76,376,77,318 303 485 804,"['318', '303']","['303', '485']"
1991-05-16,16,พฤษภาคม,2534,2532303,03,303,63,931 269 688 802,"['931', '269']","['269', '688']"
1991-05-02,2,พฤษภาคม,2534,4222124,24,124,63,536 296 630 836,"['536', '296']","['296', '630']"
1991-04-16,16,เมษายน,2534,4824037,37,037,57,565 711 970 206,"['565', '711']","['711', '970']"
1991-04-01,1,เมษายน,2534,1606864,64,864,03,819 416 103 008,"['819', '416']","['416', '103']"
1991-03-16,16,มีนาคม,2534,5891641,41,641,59,540 715 527 866,"['540', '715']","['715', '527']"
1991-03-01,1,มีนาคม,2534,4598076,76,076,72,950 783 676 928,"['950', '783']","['783', '676']"
1991-02-16,16,กุมภาพันธ์,2534,3223780,80,780,33,992 658 242 596,"['992', '658']","['658', '242']"
1991-02-01,1,กุมภาพันธ์,2534,5396496,96,496,75,079 455 458 087,"['079', '455']","['455', '458']"
1991-01-16,16,มกราคม,2534,5328736,36,736,29,649 645 225 388,"['649', '645']","['645', '225']"
1990-12-30,30,ธันวาคม,2533,2190949,49,949,05,516 367 330 962,"['516', '367']","['367', '330']"
1990-12-16,16,ธันวาคม,2533,4407799,99,799,21,708 359 171 238,"['708', '359']","['359', '171']"
1990-12-01,1,ธันวาคม,2533,4771944,44,944,88,237 586 692 444,"['237', '586']","['586', '692']"
1990-11-16,16,พฤศจิกายน,2533,1226536,36,536,06,426 020 721 050,"['426', '020']","['020', '721']"
1990-11-01,1,พฤศจิกายน,2533,4380230,30,230,82,694 516 619 829,"['694', '516']","['516', '619']"
1990-10-16,16,ตุลาคม,2533,5626303,03,303,56,351 928 923 431,"['351', '928']","['928', '923']"
1990-10-01,1,ตุลาคม,2533,5738808,08,808,37,043 977 058 748,"['043', '977']","['977', '058']"
1990-09-16,16,กันยายน,2533,5202390,90,390,55,461 211 085 747,"['461', '211']","['211', '085']"
1990-09-01,1,กันยายน,2533,1622380,80,380,83,862 938 161 639,"['862', '938']","['938', '161']"
1990-08-16,16,สิงหาคม,2533,1671935,35,935,43,325 746 361 644,"['325', '746']","['746', '361']"
1990-08-01,1,สิงหาคม,2533,1867185,85,185,92,579 070 973 445,"['579', '070']","['070', '973']"
1990-07-16,16,กรกฎาคม,2533,3814178,78,178,11,342 619 112 770,"['342', '619']","['619', '112']"
1990-07-01,1,กรกฎาคม,2533,1076835,35,835,43,043 641 038 295,"['043', '641']","['641', '038']"
1990-06-16,16,มิถุนายน,2533,3530344,44,344,65,878 144 198 371,"['878', '144']","['144', '198']"
1990-06-01,1,มิถุนายน,2533,2355474,74,474,72,118 115 227 492,"['118', '115']","['115', '227']"
1990-05-16,16,พฤษภาคม,2533,5071272,72,272,34,565 815 942 465,"['565', '815']","['815', '942']"
1990-05-02,2,พฤษภาคม,2533,5898868,68,868,01,186 644 668 078,"['186', '644']","['644', '668']"
1990-04-16,16,เมษายน,2533,5092890,90,890,84,664 059 912 489,"['664', '059']","['059', '912']"
1990-04-01,1,เมษายน,2533,4734251,51,251,39,301 637 195 717,"['301', '637']","['637', '195']"
1990-03-16,16,มีนาคม,2533,3240205,05,205,88,443 275 775 559,"['443', '275']","['275', '775']"
